Kommunnamn,RegSO,(sum)DEAD,(sum)DEAD_COVID_19,DEAD_per_pop,COVID_19_per_pop,ln_DEAD,ln_COVID_19,ln_DEAD_per_pop,ln_COVID_19_per_pop,Population
Umeå,Tomtebo östra-Innertavle,6,0,0.00,0.00,1.79,,-5.64,,1687
Umeå,Täfteå tätort,9,0,0.01,0.00,2.20,,-4.69,,979
Umeå,Umedalen västra-Backen,64,3,0.02,0.00,4.16,1.10,-3.79,-6.85,2837
Umeå,Umedalen östra,11,1,0.01,0.00,2.40,0.00,-4.80,-7.20,1334
Umeå,Umeå centrum,15,0,0.01,0.00,2.71,,-4.75,,1739
Umeå,Umeå norra landsbygd,22,0,0.01,0.00,3.09,,-4.96,,3140
Umeå,Umeå södra landsbygd,12,0,0.01,0.00,2.48,,-5.20,,2169
Umeå,Umeå västra landsbygd,24,0,0.01,0.00,3.18,,-4.98,,3474
Umeå,Universitetet-sjukhusområdet-Nydalahöjden,6,0,0.00,0.00,1.79,,-6.79,,5346
Umeå,Väst på stan,78,7,0.02,0.00,4.36,1.95,-4.13,-6.54,4857
Umeå,Västerslätt-Rödäng,21,1,0.01,0.00,3.04,0.00,-4.31,-7.35,1560
Umeå,Ålidhem norra,3,0,0.00,0.00,1.10,,-7.14,,3784
Umeå,Ålidhem södra,11,0,0.01,0.00,2.40,,-4.84,,1385
Umeå,Öst på stan,39,2,0.01,0.00,3.66,0.69,-4.86,-7.83,5007
Upplands Väsby,Bollstanäs,22,5,0.00,0.00,3.09,1.61,-5.37,-6.85,4743
Upplands Väsby,Hammarby-Vaxmyra,26,5,0.01,0.00,3.26,1.61,-4.39,-6.04,2093
Upplands Väsby,Odenslunda norra-Frestaby-Ekeby,33,15,0.01,0.00,3.50,2.71,-4.71,-5.50,3678
Upplands Väsby,Odenslunda södra-Bredden,18,6,0.01,0.00,2.89,1.79,-4.97,-6.07,2585
Upplands Väsby,Runby norra,12,4,0.01,0.00,2.48,1.39,-4.91,-6.01,1634
Upplands Väsby,Runby södra-Ed,21,6,0.01,0.00,3.04,1.79,-5.14,-6.39,3589
Upplands Väsby,Skälby-Brunnby Vik,30,4,0.01,0.00,3.40,1.39,-4.60,-6.62,2992
Upplands Väsby,Smedby södra-Älvsunda,20,3,0.01,0.00,3.00,1.10,-4.57,-6.46,1923
Upplands Väsby,Upplands Väsby centrum-Smedby norra,55,7,0.01,0.00,4.01,1.95,-4.30,-6.36,4065
Upplands Väsby,Upplands Väsby omland,12,8,0.02,0.01,2.48,2.08,-4.00,-4.40,654
Upplands Väsby,Vilunda västra,63,20,0.02,0.01,4.14,3.00,-4.07,-5.22,3705
Upplands Väsby,Vilunda östra,55,11,0.01,0.00,4.01,2.40,-4.70,-6.31,6040
Upplands-Bro,Brunna,13,2,0.00,0.00,2.56,0.69,-5.48,-7.35,3103
Upplands-Bro,Centrala Bro,40,7,0.01,0.00,3.69,1.95,-4.53,-6.27,3695
Upplands-Bro,Centrala Kungsängen,51,10,0.01,0.00,3.93,2.30,-4.33,-5.96,3866
Upplands-Bro,Lillsjön-Sylta-Ålsta,13,3,0.01,0.00,2.56,1.10,-5.00,-6.46,1921
Upplands-Bro,Norra Bro,6,2,0.01,0.00,1.79,0.69,-5.01,-6.11,900
Upplands-Bro,Norrboda-Tibble,33,7,0.01,0.00,3.50,1.95,-4.79,-6.34,3956
Upplands-Bro,Rosenängarna-Österhagen,2,0,0.00,0.00,0.69,,-6.32,,1116
Upplands-Bro,Södra Bro-Önsta,31,8,0.02,0.00,3.43,2.08,-4.07,-5.43,1817
Upplands-Bro,Upplands-Bro norra omland,7,1,0.00,0.00,1.95,0.00,-5.33,-7.27,1439
Upplands-Bro,Upplands-Bro södra omland,8,2,0.01,0.00,2.08,0.69,-5.09,-6.47,1294
Uppsala,Bergsbrunna,7,0,0.01,0.00,1.95,,-5.07,,1118
Uppsala,Björklinge,27,1,0.01,0.00,3.30,0.00,-4.61,-7.90,2709
Uppsala,Bäcklösa-Ultuna-Södra Ulleråker,4,1,0.00,0.00,1.39,0.00,-6.11,-7.49,1796
Uppsala,Bälinge-Lövstalöt,21,6,0.01,0.00,3.04,1.79,-4.99,-6.24,3073
Uppsala,Främre Luthagen-Fjärdingen-Glunten,45,7,0.01,0.00,3.81,1.95,-4.83,-6.69,5653
Uppsala,Gamla Gottsunda-Vårdsätra-Vreta,9,1,0.00,0.00,2.20,0.00,-5.59,-7.79,2407
Uppsala,Gamla Uppsala,4,0,0.00,0.00,1.39,,-6.11,,1793
Uppsala,Gunsta-Marielund-Länna,16,0,0.01,0.00,2.77,,-4.90,,2145
Uppsala,Kungsängen,31,7,0.01,0.00,3.43,1.95,-5.21,-6.70,5695
Uppsala,Kvarngärdet,19,2,0.01,0.00,2.94,0.69,-5.15,-7.40,3270
Uppsala,Kåbo-Norra Rosendal,13,1,0.00,0.00,2.56,0.00,-5.46,-8.03,3059
Uppsala,Lindbacken-Jälla,3,0,0.00,0.00,1.10,,-6.04,,1255
Uppsala,Löten,47,6,0.01,0.00,3.85,1.79,-4.47,-6.53,4119
Uppsala,Mellersta Luthagen-Rickomberga,48,8,0.01,0.00,3.87,2.08,-4.33,-6.13,3658
Uppsala,Mellersta Sala backe,42,3,0.01,0.00,3.74,1.10,-4.55,-7.19,3986
Uppsala,Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda,62,15,0.02,0.00,4.13,2.71,-3.94,-5.36,3178
Uppsala,Norby-Norra Valsätra,29,5,0.01,0.00,3.37,1.61,-4.99,-6.75,4274
Uppsala,Nordvästra Luthagen-Hällby,20,6,0.01,0.00,3.00,1.79,-5.05,-6.25,3107
Uppsala,Norra Luthagen-Börjetull-Husbyborg,23,2,0.01,0.00,3.14,0.69,-4.76,-7.21,2697
Uppsala,Norra Sala backe,20,4,0.01,0.00,3.00,1.39,-4.81,-6.42,2452
Uppsala,Norra Sävja,9,2,0.00,0.00,2.20,0.69,-5.42,-6.93,2042
Uppsala,Norra Ulleråker-Polacksbacken,7,0,0.01,0.00,1.95,,-4.87,,915
Uppsala,Nyby,69,7,0.02,0.00,4.23,1.95,-4.03,-6.31,3863
Uppsala,Nåntuna-Vilan,15,2,0.01,0.00,2.71,0.69,-5.12,-7.14,2519
Uppsala,Slavsta-Fyrislund-Danmarksby,5,1,0.00,0.00,1.61,0.00,-5.86,-7.47,1749
Uppsala,Sommarro-Kungsgärdet,12,1,0.01,0.00,2.48,0.00,-5.18,-7.66,2123
Uppsala,Studentstaden,4,1,0.00,0.00,1.39,0.00,-6.83,-8.22,3718
Uppsala,Sunnersta,31,5,0.01,0.00,3.43,1.61,-5.07,-6.89,4913
Uppsala,Sydöstra Luthagen,34,9,0.01,0.00,3.53,2.20,-4.65,-5.98,3570
Uppsala,Södra Rosendal-Malma gård,5,3,0.00,0.00,1.61,1.10,-6.17,-6.68,2397
Uppsala,Södra Sala backe,47,3,0.01,0.00,3.85,1.10,-4.35,-7.10,3625
Uppsala,Södra Sävja,42,8,0.02,0.00,3.74,2.08,-3.98,-5.64,2251
Uppsala,Södra Valsätra-Norra Gottsunda,28,5,0.01,0.00,3.33,1.61,-4.88,-6.60,3678
Uppsala,Uppsala centrum,79,15,0.02,0.00,4.37,2.71,-4.15,-5.81,5020
Uppsala,Uppsala inre norra omland,9,0,0.00,0.00,2.20,,-5.51,,2225
Uppsala,Uppsala inre östra omland,23,2,0.01,0.00,3.14,0.69,-4.87,-7.31,2999
Uppsala,Uppsala nordvästra omland,38,9,0.01,0.00,3.64,2.20,-4.89,-6.33,5031
Uppsala,Uppsala nordöstra centrum-Höganäs,30,5,0.01,0.00,3.40,1.61,-4.83,-6.62,3760
Uppsala,Uppsala sydöstra Centrum-Västra Fålhagen,27,5,0.01,0.00,3.30,1.61,-4.95,-6.64,3826
Uppsala,Uppsala västra omland,38,3,0.01,0.00,3.64,1.10,-4.91,-7.45,5140
Uppsala,Uppsala yttre norra omland,45,2,0.01,0.00,3.81,0.69,-4.56,-7.67,4282
Uppsala,Uppsala yttre östra omland,56,6,0.01,0.00,4.03,1.79,-4.30,-6.53,4108
Uppsala,Vattholma,13,4,0.01,0.00,2.56,1.39,-4.49,-5.67,1161
Uppsala,Vänge,18,3,0.02,0.00,2.89,1.10,-4.08,-5.87,1062
Uppsala,Västra Eriksberg-Håga,40,4,0.02,0.00,3.69,1.39,-4.14,-6.44,2514
Uppsala,Västra Flogsta,2,0,0.00,0.00,0.69,,-7.43,,3357
Uppsala,Västra Gottsunda,13,3,0.01,0.00,2.56,1.10,-5.18,-6.65,2316
Uppsala,Västra Gränby,42,12,0.01,0.00,3.74,2.48,-4.45,-5.70,3582
Uppsala,Västra Kapellgärdet,11,2,0.00,0.00,2.40,0.69,-5.49,-7.20,2678
Uppsala,Västra Stenhagen,22,3,0.01,0.00,3.09,1.10,-4.68,-6.67,2375
Uppsala,Västra Storvreta,13,1,0.00,0.00,2.56,0.00,-5.30,-7.86,2602
Uppsala,Västra Svartbäcken-Tuna backar,65,8,0.01,0.00,4.17,2.08,-4.36,-6.46,5087
Uppsala,Årsta,70,8,0.01,0.00,4.25,2.08,-4.32,-6.49,5278
Uppsala,Östra Eriksberg,15,1,0.01,0.00,2.71,0.00,-5.15,-7.86,2588
Uppsala,Östra Flogsta-Ekeby-Berthåga,23,2,0.01,0.00,3.14,0.69,-5.05,-7.49,3582
Uppsala,Östra Fålhagen-Boländerna,17,2,0.01,0.00,2.83,0.69,-5.26,-7.40,3283
Uppsala,Östra Gränby-Brillinge,17,4,0.01,0.00,2.83,1.39,-5.18,-6.63,3030
Uppsala,Östra Kapellgärdet,9,2,0.00,0.00,2.20,0.69,-6.08,-7.58,3915
Uppsala,Östra Stenhagen-Kvarnbo,13,2,0.01,0.00,2.56,0.69,-5.11,-6.99,2164
Uppsala,Östra Storvreta,12,3,0.01,0.00,2.48,1.10,-5.18,-6.56,2127
Uppsala,Östra Svartbäcken-Bärby hage,27,0,0.01,0.00,3.30,,-4.58,,2633
Uppvidinge,Klavreström-Norrhult,20,1,0.02,0.00,3.00,0.00,-3.98,-6.98,1075
Uppvidinge,Lenhovda,29,3,0.02,0.00,3.37,1.10,-3.96,-6.23,1528
Uppvidinge,Uppvidinge omland,43,3,0.01,0.00,3.76,1.10,-4.28,-6.94,3111
Uppvidinge,Åseda,33,3,0.02,0.00,3.50,1.10,-4.20,-6.59,2192
Vadstena,Centrala Vadstena-Kvissberg,17,0,0.01,0.00,2.83,,-4.30,,1257
Vadstena,Tycklinge,25,2,0.02,0.00,3.22,0.69,-3.73,-6.26,1045
Vadstena,Vadstena Innerstaden,42,5,0.04,0.00,3.74,1.61,-3.33,-5.46,1171
Vadstena,Vadstena landsbygd,11,0,0.01,0.00,2.40,,-4.87,,1436
Vadstena,Vadstena söder,12,0,0.01,0.00,2.48,,-4.84,,1518
Vaggeryd,Bondstorp-Byarum omland,6,0,0.01,0.00,1.79,,-5.22,,1105
Vaggeryd,Hok-Svenarum omland,9,0,0.01,0.00,2.20,,-4.81,,1108
Vaggeryd,Skillingaryd västra,22,4,0.01,0.00,3.09,1.39,-4.24,-5.95,1530
Vaggeryd,Skillingaryd östra,28,1,0.01,0.00,3.33,0.00,-4.25,-7.59,1971
Vaggeryd,Vaggeryd norra,8,1,0.01,0.00,2.08,0.00,-5.29,-7.37,1591
Vaggeryd,Vaggeryd västra,4,0,0.00,0.00,1.39,,-5.55,,1032
Vaggeryd,Vaggeryd östra,38,8,0.02,0.00,3.64,2.08,-3.83,-5.38,1744
Vaggeryd,Åker-Tofteryd omland,7,0,0.01,0.00,1.95,,-5.27,,1363
Valdemarsvik,Gryt-Skärgården,24,0,0.02,0.00,3.18,,-4.17,,1548
Valdemarsvik,Ringarum-Gusum,37,6,0.01,0.00,3.61,1.79,-4.26,-6.08,2617
Valdemarsvik,Valdemarsviks tätort,46,8,0.02,0.00,3.83,2.08,-4.00,-5.75,2520
Vallentuna,Karby-Brottby,9,1,0.01,0.00,2.20,0.00,-4.68,-6.88,974
Vallentuna,Lindholmen,4,0,0.00,0.00,1.39,,-5.53,,1004
Vallentuna,Vallentuna centrala tätort,109,14,0.02,0.00,4.69,2.64,-4.06,-6.11,6334
Vallentuna,Vallentuna landsbygd,35,3,0.01,0.00,3.56,1.10,-4.96,-7.41,4967
Vallentuna,Vallentuna södra tätort,33,2,0.01,0.00,3.50,0.69,-5.22,-8.03,6133
Vallentuna,Vallentuna västra tätort,15,2,0.01,0.00,2.71,0.69,-4.93,-6.94,2066
Vallentuna,Vallentuna östra tätort,29,3,0.01,0.00,3.37,1.10,-5.21,-7.48,5323
Vansbro,Dala-Järna,19,0,0.02,0.00,2.94,,-4.15,,1205
Vansbro,Vansbro,42,2,0.02,0.00,3.74,0.69,-3.81,-6.85,1888
Vansbro,Vansbro västra landsbygd,23,1,0.01,0.00,3.14,0.00,-4.37,-7.51,1820
Vansbro,Vansbro östra landsbygd,24,3,0.03,0.00,3.18,1.10,-3.56,-5.63,840
Vara,Helås-Arentorp-Tumleberg,13,1,0.01,0.00,2.56,0.00,-4.66,-7.23,1380
Vara,Jung-Tråvad,10,0,0.01,0.00,2.30,,-5.15,,1724
Vara,Kvänum,19,1,0.02,0.00,2.94,0.00,-4.12,-7.07,1174
Vara,Larv-Längjum-Edsvära,18,0,0.02,0.00,2.89,,-4.15,,1143
Vara,Stora Levene-Håkantorp,23,0,0.01,0.00,3.14,,-4.22,,1557
Vara,Vara västra,17,0,0.01,0.00,2.83,,-4.78,,2031
Vara,Vara östra-Emtunga,39,0,0.02,0.00,3.66,,-3.85,,1841
Vara,Vedum,12,0,0.01,0.00,2.48,,-4.28,,865
Vara,Vedumsbygden,8,1,0.01,0.00,2.08,0.00,-4.75,-6.83,927
Vara,Öttum-Norra Vånga,6,0,0.01,0.00,1.79,,-4.76,,703
Varberg,Breared-Mariedal-Apelviken,122,11,0.02,0.00,4.80,2.40,-3.70,-6.10,4923
Varberg,Brunnsberg-Lugnet,24,4,0.01,0.00,3.18,1.39,-4.31,-6.10,1781
Varberg,Bua-Värö,62,3,0.01,0.00,4.13,1.10,-4.40,-7.43,5046
Varberg,Hunnestad-Gödestad,24,0,0.01,0.00,3.18,,-4.80,,2925
Varberg,Håsten-Holmagärde,36,3,0.01,0.00,3.58,1.10,-4.57,-7.06,3490
Varberg,Rolfstorp-Skällinge-Karl Gustav,41,3,0.01,0.00,3.71,1.10,-4.31,-6.93,3063
Varberg,Södra Näs-Träslövsläge-Gamla Köpstad,24,0,0.01,0.00,3.18,,-5.00,,3562
Varberg,Sörse,20,1,0.01,0.00,3.00,0.00,-4.37,-7.37,1581
Varberg,Träslöv,9,0,0.00,0.00,2.20,,-5.44,,2084
Varberg,Trönninge-Bläshammar,28,2,0.01,0.00,3.33,0.69,-4.80,-7.44,3391
Varberg,Tvååker,43,1,0.02,0.00,3.76,0.00,-4.03,-7.79,2408
Varberg,Tvååkers omland,11,1,0.00,0.00,2.40,0.00,-5.34,-7.74,2294
Varberg,Tångaberg-Årnäs,11,0,0.01,0.00,2.40,,-5.03,,1689
Varberg,Varberg centrum,39,0,0.01,0.00,3.66,,-4.62,,3960
Varberg,Varberg söder,50,2,0.01,0.00,3.91,0.69,-4.36,-7.58,3930
Varberg,Veddige-Derome,38,5,0.01,0.00,3.64,1.61,-4.56,-6.59,3640
Varberg,Öster-Karlberg,30,0,0.01,0.00,3.40,,-4.75,,3462
Vaxholm,Edholma-Kullö,1,1,0.00,0.00,0.00,0.00,-6.58,-6.58,717
Vaxholm,Resarö västra-Engarn-Storäng,5,1,0.00,0.00,1.61,0.00,-5.46,-7.07,1173
Vaxholm,Resarö östra,5,0,0.00,0.00,1.61,,-5.51,,1235
Vaxholm,Rindö-Skarpö,8,1,0.01,0.00,2.08,0.00,-5.24,-7.32,1507
Vaxholm,Vaxön mitt,34,0,0.02,0.00,3.53,,-3.90,,1673
Vaxholm,Vaxön västra-Bogesund,10,1,0.01,0.00,2.30,0.00,-5.22,-7.52,1844
Vaxholm,Vaxön östra-Ramsö-Tynningö,22,2,0.01,0.00,3.09,0.69,-4.24,-6.64,1532
Vellinge,Arrie-Västra Ingelstad-Östra Grevie,26,2,0.01,0.00,3.26,0.69,-4.30,-6.87,1922
Vellinge,Falsterbo,47,6,0.02,0.00,3.85,1.79,-3.99,-6.05,2546
Vellinge,Hököpinge,3,0,0.00,0.00,1.10,,-5.88,,1078
Vellinge,Höllviken centrum-Collins väg-Klockarevägen,49,1,0.01,0.00,3.89,0.00,-4.27,-8.16,3488
Vellinge,Höllviken kanalvägarna-Gya-Kämpinge,21,2,0.01,0.00,3.04,0.69,-5.14,-7.50,3601
Vellinge,Ljunghusen,20,0,0.01,0.00,3.00,,-4.72,,2243
Vellinge,Skanör,29,0,0.01,0.00,3.37,,-4.84,,3663
Vellinge,Vellinge centrum-Tran-Vipgränd-Herrestorp,18,1,0.01,0.00,2.89,0.00,-4.54,-7.43,1692
Vellinge,Vellinge kommuns jordbrukslandskap,11,1,0.01,0.00,2.40,0.00,-5.24,-7.64,2072
Vellinge,Vellinge norra-Asklunda-Eskilstorp,12,0,0.01,0.00,2.48,,-4.82,,1486
Vellinge,Vellinge södra-Södervång-Tofta,10,0,0.01,0.00,2.30,,-4.67,,1071
Vellinge,Vellinge västra-Norrevång-Torsgården,18,4,0.01,0.00,2.89,1.39,-4.28,-5.78,1296
Vellinge,Östra Höllviken-Kronodal-Granvik,4,0,0.00,0.00,1.39,,-6.04,,1674
Vellinge,Östra Höllviken-Sandeplan-Rängs sand,25,2,0.02,0.00,3.22,0.69,-4.17,-6.70,1621
Vetlanda,Ekenässjön,37,3,0.01,0.00,3.61,1.10,-4.34,-6.85,2833
Vetlanda,Holsby-Kvillsfors,50,2,0.02,0.00,3.91,0.69,-4.08,-7.30,2949
Vetlanda,Korsberga-Nye,25,1,0.01,0.00,3.22,0.00,-4.42,-7.64,2071
Vetlanda,Landsbro-Myresö,52,11,0.02,0.00,3.95,2.40,-4.13,-5.68,3228
Vetlanda,Vetlanda-Brunnsgård,24,2,0.01,0.00,3.18,0.69,-4.22,-6.70,1626
Vetlanda,Vetlanda-Bäckseda,14,1,0.01,0.00,2.64,0.00,-5.05,-7.69,2194
Vetlanda,Vetlanda-Centrum,28,4,0.02,0.00,3.33,1.39,-4.03,-5.97,1571
Vetlanda,Vetlanda-Karslund,32,3,0.02,0.00,3.47,1.10,-3.81,-6.17,1439
Vetlanda,Vetlanda-Mellangården,54,14,0.03,0.01,3.99,2.64,-3.57,-4.92,1921
Vetlanda,Vetlanda-Tomaslunden,19,1,0.01,0.00,2.94,0.00,-4.40,-7.35,1549
Vetlanda,Vetlanda-Upplanda,19,1,0.02,0.00,2.94,0.00,-4.16,-7.10,1216
Vilhelmina,Vilhelmina tätort Södra,28,0,0.03,0.00,3.33,,-3.43,,864
Vilhelmina,Vilhelmina tätort-Baksjön,25,0,0.02,0.00,3.22,,-4.05,,1428
Vilhelmina,Vilhelmina tätort-Bergbacka-Trissen,5,0,0.01,0.00,1.61,,-4.77,,588
Vilhelmina,Vilhelmina västra,22,0,0.01,0.00,3.09,,-4.40,,1795
Vilhelmina,Vilhelmina östra,4,0,0.00,0.00,1.39,,-5.49,,969
Vimmerby,Storebro,11,2,0.01,0.00,2.40,0.69,-4.36,-6.07,865
Vimmerby,Södra Vi,13,0,0.01,0.00,2.56,,-4.30,,955
Vimmerby,Vimmerby norra,8,0,0.01,0.00,2.08,,-5.08,,1285
Vimmerby,Vimmerby norra landsbygd,8,0,0.01,0.00,2.08,,-5.16,,1399
Vimmerby,Vimmerby sydost,22,1,0.02,0.00,3.09,0.00,-4.19,-7.28,1452
Vimmerby,Vimmerby sydväst,19,0,0.02,0.00,2.94,,-4.16,,1220
Vimmerby,Vimmerby västra landsbygd,13,0,0.01,0.00,2.56,,-4.68,,1395
Vimmerby,Vimmerby östra,48,3,0.03,0.00,3.87,1.10,-3.41,-6.18,1453
Vimmerby,Vimmerby östra landsbygd,14,0,0.01,0.00,2.64,,-4.66,,1484
Vimmerby,Vimmerby-Bullerbyn,11,2,0.01,0.00,2.40,0.69,-4.96,-6.67,1574
Vindeln,Umeälvsdalen,12,0,0.01,0.00,2.48,,-4.49,,1072
Vindeln,Vindelns omland,21,0,0.02,0.00,3.04,,-4.15,,1333
Vindeln,Vindelns tätort,49,3,0.02,0.00,3.89,1.10,-3.76,-6.56,2115
Vingåker,Baggetorp-Marmorbyn,6,1,0.01,0.00,1.79,0.00,-5.21,-7.00,1094
Vingåker,Högsjö-Södra landsbygden,19,5,0.02,0.00,2.94,1.61,-4.02,-5.36,1061
Vingåker,Läppe-Österåker,19,2,0.01,0.00,2.94,0.69,-4.39,-6.65,1539
Vingåker,Vannala,10,1,0.01,0.00,2.30,0.00,-4.34,-6.64,767
Vingåker,Vingåkers norra tätort,26,4,0.01,0.00,3.26,1.39,-4.28,-6.15,1884
Vingåker,Vingåkers södra tätort,35,5,0.03,0.00,3.56,1.61,-3.56,-5.51,1234
Vänersborg,Bangatan-Marierovägen,39,8,0.02,0.00,3.66,2.08,-3.88,-5.46,1884
Vänersborg,Blåsut-Öxnered,14,2,0.01,0.00,2.64,0.69,-5.26,-7.20,2688
Vänersborg,Brålanda tätort,40,9,0.03,0.01,3.69,2.20,-3.52,-5.01,1345
Vänersborg,Dalsland landsbygd,40,4,0.01,0.00,3.69,1.39,-4.72,-7.02,4481
Vänersborg,Flanaden-Torpaområdet,24,1,0.01,0.00,3.18,0.00,-4.64,-7.82,2497
Vänersborg,Fredriksberg,13,1,0.01,0.00,2.56,0.00,-4.52,-7.08,1192
Vänersborg,Hagaparken-Holmängen,55,7,0.03,0.00,4.01,1.95,-3.39,-5.45,1637
Vänersborg,Mariedal-Restad,10,2,0.01,0.00,2.30,0.69,-5.06,-6.67,1576
Vänersborg,Mariero-Kassaretorpet,5,0,0.00,0.00,1.61,,-5.50,,1221
Vänersborg,Nabbensberg-Nordvästra Mariedal,13,2,0.01,0.00,2.56,0.69,-4.58,-6.45,1265
Vänersborg,Nordkroken-Vänersnäs,12,1,0.00,0.00,2.48,0.00,-5.34,-7.83,2510
Vänersborg,Onsjö,11,1,0.00,0.00,2.40,0.00,-5.30,-7.70,2202
Vänersborg,Vargön centrum,59,14,0.02,0.01,4.08,2.64,-3.73,-5.17,2451
Vänersborg,Vänersborg centrum,73,7,0.02,0.00,4.29,1.95,-4.02,-6.36,4062
Vänersborg,Väneryr-Hol,12,1,0.01,0.00,2.48,0.00,-4.77,-7.26,1419
Vännäs,Vännäs,46,0,0.01,0.00,3.83,,-4.39,,3698
Vännäs,Vännäs landsbygder,16,0,0.01,0.00,2.77,,-4.82,,1992
Vännäs,Vännäsby,20,0,0.01,0.00,3.00,,-4.31,,1483
Värmdö,Björnkärret-Nyhem,19,4,0.01,0.00,2.94,1.39,-4.50,-6.06,1710
Värmdö,Djurö-Vindö,19,1,0.01,0.00,2.94,0.00,-4.52,-7.47,1747
Värmdö,Farstalandet-Charlottendal,37,11,0.01,0.00,3.61,2.40,-4.67,-5.88,3937
Värmdö,Hagaberg,12,1,0.01,0.00,2.48,0.00,-4.81,-7.30,1476
Värmdö,Hemmesta,17,3,0.01,0.00,2.83,1.10,-5.09,-6.83,2763
Värmdö,Herrviksnäs-Strömma-Hässelmara,7,1,0.00,0.00,1.95,0.00,-5.56,-7.50,1812
Värmdö,Ingarö norr,15,3,0.01,0.00,2.71,1.10,-5.29,-6.90,2975
Värmdö,Ingarö söder,22,2,0.01,0.00,3.09,0.69,-4.88,-7.28,2890
Värmdö,Kvarnberget-Hästhagen,36,12,0.02,0.01,3.58,2.48,-4.03,-5.13,2020
Värmdö,Munkmora-Ösby grind,17,4,0.01,0.00,2.83,1.39,-4.55,-6.00,1614
Värmdö,Mörtnäs,7,2,0.00,0.00,1.95,0.69,-5.62,-6.87,1932
Värmdö,Norra Värdölandet-Skärgården,24,3,0.01,0.00,3.18,1.10,-4.88,-6.96,3159
Värmdö,Ormingelandet,7,1,0.01,0.00,1.95,0.00,-4.95,-6.90,991
Värmdö,Skeppsdalsström,5,0,0.01,0.00,1.61,,-4.89,,666
Värmdö,Stavsnäs,14,5,0.01,0.00,2.64,1.61,-4.60,-5.63,1388
Värmdö,Torsby,5,1,0.01,0.00,1.61,0.00,-5.21,-6.81,911
Värmdö,Älvsala-Skärmarö,11,2,0.01,0.00,2.40,0.69,-4.79,-6.50,1328
Värmdö,Ösbydalen-Holmviksskogen,11,4,0.01,0.00,2.40,1.39,-4.93,-5.94,1515
Värmdö,Östra Ekedal-Höjdhagen,7,2,0.01,0.00,1.95,0.69,-5.03,-6.28,1070
Värnamo,Bor,13,0,0.01,0.00,2.56,,-4.43,,1094
Värnamo,Bredaryd,22,4,0.02,0.00,3.09,1.39,-4.06,-5.77,1279
Värnamo,Centrum-Apladalen,87,10,0.02,0.00,4.47,2.30,-4.01,-6.17,4802
Värnamo,Forsheda,16,1,0.01,0.00,2.77,0.00,-4.35,-7.13,1244
Värnamo,Gröndal-Norregård,57,15,0.01,0.00,4.04,2.71,-4.28,-5.62,4133
Värnamo,Mossle,5,0,0.00,0.00,1.61,,-5.31,,1010
Värnamo,Nylund-Duvelund,28,2,0.01,0.00,3.33,0.69,-4.64,-7.28,2902
Värnamo,Rydaholm,30,0,0.02,0.00,3.40,,-3.82,,1374
Värnamo,Trälleborg,20,5,0.01,0.00,3.00,1.61,-4.23,-5.62,1378
Värnamo,Vråen-Rörstorp,23,1,0.01,0.00,3.14,0.00,-4.67,-7.80,2448
Värnamo,Värnamo sydöstra,10,0,0.01,0.00,2.30,,-4.60,,996
Värnamo,Värnamo västra,25,3,0.01,0.00,3.22,1.10,-4.76,-6.88,2922
Värnamo,Värnamo östra,33,1,0.01,0.00,3.50,0.00,-4.46,-7.96,2858
Västervik,Ankarsrum,29,0,0.03,0.00,3.37,,-3.64,,1100
Västervik,Brevik-Gertrudsvik,33,1,0.01,0.00,3.50,0.00,-4.42,-7.92,2751
Västervik,Gamleby,62,7,0.03,0.00,4.13,1.95,-3.67,-5.85,2439
Västervik,Gunnebo,7,0,0.01,0.00,1.95,,-4.79,,840
Västervik,Norra Tjust,40,5,0.01,0.00,3.69,1.61,-4.30,-6.38,2946
Västervik,Peru-Arabien,17,1,0.01,0.00,2.83,0.00,-4.41,-7.25,1404
Västervik,Piperskärr-Grantorpet,10,0,0.01,0.00,2.30,,-4.83,,1248
Västervik,Reginelund-Stenhagen,28,0,0.02,0.00,3.33,,-4.11,,1712
Västervik,Skogshaga,24,0,0.02,0.00,3.18,,-3.90,,1182
Västervik,Södermalm-Karstorp,50,2,0.02,0.00,3.91,0.69,-3.98,-7.20,2674
Västervik,Södra Tjust,47,4,0.01,0.00,3.85,1.39,-4.39,-6.86,3796
Västervik,Västervik centrum,25,0,0.02,0.00,3.22,,-4.17,,1625
Västervik,Västralund-Jenny,12,0,0.01,0.00,2.48,,-5.10,,1962
Västervik,Örbäcken-Lysingsbadet,17,1,0.01,0.00,2.83,0.00,-4.53,-7.37,1582
Västervik,Östermalm-Johannesdal,40,1,0.01,0.00,3.69,0.00,-4.23,-7.92,2754
Västervik,Överum,18,6,0.02,0.01,2.89,1.79,-4.03,-5.12,1008
Västerås,Annedal-Sydvästra centrum,12,3,0.01,0.00,2.48,1.10,-4.77,-6.16,1414
Västerås,Aroslund-Karlsdal,10,2,0.00,0.00,2.30,0.69,-5.71,-7.32,3016
Västerås,Blåsbo-Norrmalm,36,2,0.03,0.00,3.58,0.69,-3.65,-6.54,1380
Västerås,Brottberga-Norra Vallby,10,1,0.01,0.00,2.30,0.00,-5.17,-7.47,1763
Västerås,Dingtuna,9,0,0.01,0.00,2.20,,-4.50,,812
