Kommunnamn,RegSO,(sum)DEAD,(sum)DEAD_COVID_19,DEAD_per_pop,COVID_19_per_pop,ln_DEAD,ln_COVID_19,ln_DEAD_per_pop,ln_COVID_19_per_pop,Population
Eksjö,Eksjö norra,38,10,0.01,0.00,3.64,2.30,-4.45,-5.78,3250
Eksjö,Eksjö södra,21,2,0.01,0.00,3.04,0.69,-4.80,-7.15,2559
Eksjö,Eksjö västra,54,6,0.03,0.00,3.99,1.79,-3.45,-5.65,1699
Eksjö,Eksjö västra landsbygd,21,2,0.01,0.00,3.04,0.69,-4.82,-7.17,2591
Eksjö,Eksjö östra,22,2,0.01,0.00,3.09,0.69,-4.26,-6.65,1551
Eksjö,Eksjö östra landsbygd,30,3,0.02,0.00,3.40,1.10,-4.06,-6.36,1741
Eksjö,Mariannelund,35,5,0.03,0.00,3.56,1.61,-3.64,-5.58,1330
Emmaboda,Algutsboda-Algutsboda omland,22,3,0.02,0.00,3.09,1.10,-4.16,-6.16,1416
Emmaboda,Emmaboda norra,11,0,0.01,0.00,2.40,,-4.60,,1094
Emmaboda,Emmaboda södra,27,0,0.02,0.00,3.30,,-4.16,,1736
Emmaboda,Emmaboda-Lindås,28,0,0.02,0.00,3.33,,-3.96,,1463
Emmaboda,Långasjö-Långasjö omland,12,0,0.02,0.00,2.48,,-4.14,,750
Emmaboda,Vissefjärda-Vissefjärda omland,22,0,0.02,0.00,3.09,,-4.19,,1455
Enköping,Bergvreten-Gånsta-Åkersberg,40,11,0.01,0.00,3.69,2.40,-4.37,-5.66,3155
Enköping,Bredsand-Haga,10,2,0.01,0.00,2.30,0.69,-4.98,-6.59,1451
Enköping,Enköping centrum-Sankt Ilian,82,13,0.02,0.00,4.41,2.56,-4.15,-5.99,5217
Enköping,Fanna-Korsängen-Älvdansen,36,4,0.01,0.00,3.58,1.39,-4.59,-6.78,3536
Enköping,Fjärdhundra,32,5,0.01,0.00,3.47,1.61,-4.54,-6.39,2990
Enköping,Galgvreten-Västerleden,78,11,0.02,0.00,4.36,2.40,-4.08,-6.03,4595
Enköping,Lagunda,28,2,0.01,0.00,3.33,0.69,-4.83,-7.47,3518
Enköping,Munksundet-Gröngarn,23,4,0.01,0.00,3.14,1.39,-4.46,-6.21,1984
Enköping,Romberga,19,2,0.01,0.00,2.94,0.69,-4.51,-6.76,1728
Enköping,Trögd,43,7,0.01,0.00,3.76,1.95,-4.76,-6.57,5008
Enköping,Åsunda,33,4,0.01,0.00,3.50,1.39,-4.70,-6.81,3619
Eskilstuna,Alberga-Lista,27,0,0.01,0.00,3.30,,-4.74,,3080
Eskilstuna,Eskilstuna centrum,28,2,0.01,0.00,3.33,0.69,-4.44,-7.08,2366
Eskilstuna,Eskilstuna söder,68,5,0.02,0.00,4.22,1.61,-4.12,-6.73,4187
Eskilstuna,Eskilstuna öster,40,8,0.01,0.00,3.69,2.08,-4.38,-5.99,3190
Eskilstuna,Fröslunda-Vilsta,37,4,0.01,0.00,3.61,1.39,-4.49,-6.71,3289
Eskilstuna,Gredby-Lundby-Brottsta-Flacksta,60,5,0.01,0.00,4.09,1.61,-4.28,-6.77,4346
Eskilstuna,Göksten-Krusgården-Edvardslund-Glömsta,56,2,0.01,0.00,4.03,0.69,-4.33,-7.66,4239
Eskilstuna,Hällbybrunn-Folkesta,19,3,0.01,0.00,2.94,1.10,-4.94,-6.79,2657
Eskilstuna,Hållsta-Bälgviken,30,8,0.01,0.00,3.40,2.08,-4.24,-5.56,2082
Eskilstuna,Kvicksund-Tumbo,3,0,0.00,0.00,1.10,,-5.97,,1179
Eskilstuna,Lagersberg-Råbergstorp,47,10,0.02,0.00,3.85,2.30,-3.84,-5.39,2192
Eskilstuna,Mesta-Borsökna,34,5,0.01,0.00,3.53,1.61,-4.65,-6.56,3540
Eskilstuna,Munktellstaden-Norr-Gamla staden,70,6,0.01,0.00,4.25,1.79,-4.51,-6.96,6334
Eskilstuna,Myrtorp-Västermalm-Brunnsbacken,68,8,0.02,0.00,4.22,2.08,-3.80,-5.94,3042
Eskilstuna,Nyfors centrum-Väster,49,8,0.01,0.00,3.89,2.08,-4.60,-6.41,4854
Eskilstuna,Röksta-Eskilshem-Balsta,58,8,0.02,0.00,4.06,2.08,-4.03,-6.01,3265
Eskilstuna,Skiftinge-Djursta,35,7,0.01,0.00,3.56,1.95,-4.29,-5.90,2553
Eskilstuna,Skiftinge-Ärsta-Sal,15,0,0.01,0.00,2.71,,-4.58,,1463
Eskilstuna,Skogstorp,24,4,0.01,0.00,3.18,1.39,-4.56,-6.35,2298
Eskilstuna,Skogsängen-Viptorp,29,0,0.02,0.00,3.37,,-4.02,,1608
Eskilstuna,Snopptorp,16,3,0.01,0.00,2.77,1.10,-4.53,-6.20,1480
Eskilstuna,Solvik-Mälarbaden-Torshälla centrum,39,2,0.01,0.00,3.66,0.69,-4.75,-7.72,4514
Eskilstuna,Stenby,14,3,0.01,0.00,2.64,1.10,-4.42,-5.96,1160
Eskilstuna,Sundbyholm-Kjula-Barva,36,4,0.01,0.00,3.58,1.39,-4.72,-6.91,4026
Eskilstuna,Trumtorp-Odlaren-Hagnestahill,9,2,0.01,0.00,2.20,0.69,-4.92,-6.42,1233
Eskilstuna,Valhalla-Slagsta,65,10,0.02,0.00,4.17,2.30,-4.19,-6.07,4306
Eskilstuna,Västra Nyfors,18,2,0.01,0.00,2.89,0.69,-4.33,-6.53,1369
Eskilstuna,Ärla-Hällberga,30,3,0.01,0.00,3.40,1.10,-4.57,-6.88,2906
Eskilstuna,Årby-Vallby,26,4,0.01,0.00,3.26,1.39,-4.54,-6.41,2443
Eskilstuna,Östra Nyfors,18,1,0.01,0.00,2.89,0.00,-4.40,-7.29,1470
Eslöv,Backarna-Väster-Elvkullen,60,3,0.02,0.00,4.09,1.10,-4.07,-7.07,3524
Eslöv,Berga-Öster,49,1,0.01,0.00,3.89,0.00,-4.30,-8.19,3607
Eslöv,Billinge-Stockamöllan-Stehag,20,0,0.01,0.00,3.00,,-4.90,,2695
Eslöv,Eslöv centrum,15,1,0.01,0.00,2.71,0.00,-4.74,-7.44,1711
Eslöv,Eslöv norr,24,1,0.01,0.00,3.18,0.00,-4.43,-7.61,2024
Eslöv,Flyinge-Örtofta-Hurva,15,0,0.00,0.00,2.71,,-5.39,,3292
Eslöv,Karlsro-Solkullen,48,10,0.03,0.01,3.87,2.30,-3.63,-5.20,1808
Eslöv,Löberöd-Harlösa,31,0,0.01,0.00,3.43,,-4.48,,2725
Eslöv,Marieholm,14,0,0.01,0.00,2.64,,-5.12,,2345
Eslöv,Rönneberga-Norrevång,14,0,0.01,0.00,2.64,,-4.84,,1779
Eslöv,Sallerup-Hällan-Bäckdala,11,1,0.01,0.00,2.40,0.00,-5.05,-7.44,1709
Essunga,Främmestad omland,16,1,0.01,0.00,2.77,0.00,-4.39,-7.16,1291
Essunga,Jonslund omland,22,3,0.01,0.00,3.09,1.10,-4.33,-6.32,1667
Essunga,Nossebro,33,3,0.02,0.00,3.50,1.10,-3.94,-6.34,1700
Fagersta,Fagersta centrum,87,10,0.02,0.00,4.47,2.30,-4.13,-6.29,5404
Fagersta,Per Ols,14,0,0.01,0.00,2.64,,-4.85,,1796
Fagersta,Västanfors västra-Hedkärra,43,0,0.03,0.00,3.76,,-3.44,,1347
Fagersta,Västanfors östra-Meling,13,0,0.01,0.00,2.56,,-4.64,,1352
Fagersta,Åvestbo-Ängelsberg-Ulvsbo,19,1,0.02,0.00,2.94,0.00,-3.99,-6.94,1029
Falkenberg,Falkenberg centrum,75,1,0.02,0.00,4.32,0.00,-3.99,-8.31,4068
Falkenberg,Falkenberg södra,82,10,0.01,0.00,4.41,2.30,-4.33,-6.43,6199
Falkenberg,Falkenbergs norra kustområde,16,2,0.01,0.00,2.77,0.69,-4.76,-6.84,1865
Falkenberg,Falkenbergs södra kustområde,10,0,0.01,0.00,2.30,,-5.07,,1599
Falkenberg,Glommen,10,1,0.01,0.00,2.30,0.00,-4.71,-7.01,1110
Falkenberg,Skogstorp,13,3,0.01,0.00,2.56,1.10,-4.96,-6.42,1845
Falkenberg,Skrea,16,0,0.01,0.00,2.77,,-4.93,,2212
Falkenberg,Slöinge,21,0,0.02,0.00,3.04,,-3.79,,930
Falkenberg,Stafsinge-Gruebäcken,59,4,0.02,0.00,4.08,1.39,-3.90,-6.59,2901
Falkenberg,Tröingeberg-Fajans,27,1,0.01,0.00,3.30,0.00,-4.91,-8.21,3676
Falkenberg,Ullared-Inland,57,2,0.01,0.00,4.04,0.69,-4.34,-7.69,4376
Falkenberg,Vessigebro-Årstad,21,1,0.01,0.00,3.04,0.00,-4.86,-7.91,2721
Falkenberg,Vinberg-Ljungby,16,3,0.01,0.00,2.77,1.10,-4.68,-6.35,1726
Falkenberg,Västra gärdet,26,0,0.01,0.00,3.26,,-4.46,,2259
Falköping,Broddetorp,7,1,0.01,0.00,1.95,0.00,-4.57,-6.51,675
Falköping,Falköping norra stad,47,5,0.02,0.00,3.85,1.61,-4.13,-6.37,2908
Falköping,Falköping södra stad,68,16,0.02,0.00,4.22,2.77,-4.09,-5.54,4056
Falköping,Falköping västra stad,26,0,0.01,0.00,3.26,,-4.83,,3243
Falköping,Falköping östra stad,41,2,0.01,0.00,3.71,0.69,-4.66,-7.68,4349
Falköping,Floby,29,0,0.01,0.00,3.37,,-4.39,,2337
Falköping,Gudhem-Torbjörntorp,15,1,0.01,0.00,2.71,0.00,-4.52,-7.23,1380
Falköping,Kinnarp-Slutarp-Åsarp,28,1,0.01,0.00,3.33,0.00,-4.40,-7.73,2285
Falköping,Odensberg,5,1,0.01,0.00,1.61,0.00,-5.21,-6.82,919
Falköping,Stenstorp,39,2,0.01,0.00,3.66,0.69,-4.29,-7.26,2835
Falköping,Vartofta-Kättilstorp,21,2,0.01,0.00,3.04,0.69,-4.56,-6.91,2004
Falun,Aspeboda,14,1,0.01,0.00,2.64,0.00,-4.78,-7.42,1668
Falun,Bjursås,17,3,0.01,0.00,2.83,1.10,-4.61,-6.34,1701
Falun,Bjursås omland-Sågmyra,8,0,0.01,0.00,2.08,,-5.08,,1288
Falun,Bojsenburg,9,0,0.01,0.00,2.20,,-5.18,,1596
Falun,Enviken-Linghed-Svärdsjö omland,33,3,0.01,0.00,3.50,1.10,-4.35,-6.75,2569
Falun,Falu centrum norra,35,2,0.01,0.00,3.56,0.69,-4.47,-7.34,3072
Falun,Falu centrum södra,47,8,0.01,0.00,3.85,2.08,-4.42,-6.19,3911
Falun,Grycksbo,52,5,0.03,0.00,3.95,1.61,-3.43,-5.78,1612
Falun,Herrhagen,30,6,0.02,0.00,3.40,1.79,-3.94,-5.55,1546
Falun,Hosjö,23,3,0.01,0.00,3.14,1.10,-4.73,-6.77,2604
Falun,Kvarnberget-Främby-Källviken,18,2,0.01,0.00,2.89,0.69,-5.07,-7.26,2858
Falun,Nedre Norslund,29,5,0.02,0.00,3.37,1.61,-3.80,-5.55,1292
Falun,Pilbo-Samuelsdal-Gruvriset,23,3,0.01,0.00,3.14,1.10,-4.80,-6.84,2794
Falun,Slätta-Gamla Berget,23,3,0.01,0.00,3.14,1.10,-4.99,-7.03,3395
Falun,Stennäset-Britsarvet-Lugnet,56,4,0.01,0.00,4.03,1.39,-4.61,-7.25,5630
Falun,Sundborn-Danholn-Toftbyn,42,5,0.01,0.00,3.74,1.61,-4.38,-6.51,3356
Falun,Svärdsjö,26,1,0.02,0.00,3.26,0.00,-4.16,-7.42,1672
Falun,Vika,11,0,0.01,0.00,2.40,,-4.85,,1406
Falun,Övre Norslund-Hälsinggården-Korsnäs,56,3,0.01,0.00,4.03,1.10,-4.43,-7.36,4711
Filipstad,Bergslagstorget-Eriksberg,15,1,0.01,0.00,2.71,0.00,-4.55,-7.25,1414
Filipstad,Filipstad norra,5,0,0.01,0.00,1.61,,-5.17,,877
Filipstad,Filipstad södra,37,2,0.02,0.00,3.61,0.69,-3.99,-6.90,1993
Filipstad,Höglunda-Myrängen,18,1,0.01,0.00,2.89,0.00,-4.27,-7.16,1291
Filipstad,Kalhyttan-centrum,24,4,0.02,0.00,3.18,1.39,-4.19,-5.98,1586
Filipstad,Lesjöfors,19,1,0.03,0.00,2.94,0.00,-3.61,-6.55,699
Filipstad,Storbron,38,3,0.04,0.00,3.64,1.10,-3.35,-5.88,1078
Finspång,Dunderbacken-Hårstorp,11,0,0.01,0.00,2.40,,-4.73,,1242
Finspång,Finspång centrala-Svälthagen,48,10,0.02,0.00,3.87,2.30,-4.09,-5.65,2855
Finspång,Finspång omland,65,6,0.01,0.00,4.17,1.79,-4.36,-6.74,5090
Finspång,Grosvad-Butbro,23,2,0.01,0.00,3.14,0.69,-4.38,-6.82,1841
Finspång,Lotorp-Vistinge,13,0,0.01,0.00,2.56,,-4.58,,1266
Finspång,Norrmalm-Östermalm,18,3,0.01,0.00,2.89,1.10,-4.49,-6.28,1598
Finspång,Nyhem,8,1,0.01,0.00,2.08,0.00,-5.03,-7.11,1221
Finspång,Storängen,51,2,0.03,0.00,3.93,0.69,-3.51,-6.75,1704
Finspång,Viggestorp-Falla,22,3,0.02,0.00,3.09,1.10,-4.12,-6.11,1355
Flen,Flens landsbygd norra,12,0,0.01,0.00,2.48,,-4.81,,1470
Flen,Flens landsbygd södra,27,1,0.02,0.00,3.30,0.00,-3.98,-7.28,1451
Flen,Flens landsbygd östra,27,3,0.02,0.00,3.30,1.10,-4.02,-6.22,1503
Flen,Flensby-Bjurtorp-Öja,7,0,0.01,0.00,1.95,,-4.87,,912
Flen,Hälleforsnäs,38,3,0.03,0.00,3.64,1.10,-3.61,-6.15,1406
Flen,Malmköping,31,2,0.02,0.00,3.43,0.69,-4.06,-6.80,1790
Flen,Mellösa-Orrhammar,6,0,0.01,0.00,1.79,,-4.73,,681
Flen,Nybble-Centrum nordväst,23,2,0.02,0.00,3.14,0.69,-3.91,-6.35,1149
Flen,Orrö-Brogetorp-Centrum nordost,40,4,0.03,0.00,3.69,1.39,-3.68,-5.98,1584
Flen,Salsta-Centrum södra,19,3,0.01,0.00,2.94,1.10,-4.56,-6.41,1823
Forshaga,Deje-Dejefors,40,0,0.02,0.00,3.69,,-4.11,,2436
Forshaga,Forshaga omland,8,0,0.01,0.00,2.08,,-5.21,,1468
Forshaga,Forshaga-Skived,68,6,0.01,0.00,4.22,1.79,-4.38,-6.81,5444
Färgelanda,Färgelanda norra,23,0,0.01,0.00,3.14,,-4.34,,1765
Färgelanda,Färgelanda södra,57,4,0.02,0.00,4.04,1.39,-4.19,-6.85,3779
Gagnef,Björbo,27,1,0.02,0.00,3.30,0.00,-4.03,-7.32,1515
Gagnef,Brötjärna omland,4,0,0.00,0.00,1.39,,-5.85,,1383
Gagnef,Djurmo omland,17,1,0.01,0.00,2.83,0.00,-4.47,-7.31,1488
Gagnef,Djurås,20,6,0.02,0.00,3.00,1.79,-4.10,-5.31,1210
Gagnef,Kyrkbyn,22,2,0.02,0.00,3.09,0.69,-3.97,-6.37,1169
Gagnef,Mockfjärd,27,2,0.02,0.00,3.30,0.69,-4.09,-6.70,1618
Gislaved,Anderstorp nordsydväst,28,1,0.01,0.00,3.33,0.00,-4.61,-7.95,2823
Gislaved,Anderstorp östra,7,0,0.01,0.00,1.95,,-5.24,,1323
Gislaved,Broaryd-Gislaved omland,33,1,0.01,0.00,3.50,0.00,-4.28,-7.78,2387
Gislaved,Burseryd,21,2,0.02,0.00,3.04,0.69,-3.69,-6.05,844
Gislaved,Gislaved nordväst,47,1,0.03,0.00,3.85,0.00,-3.52,-7.37,1592
Gislaved,Gislaved norra,32,1,0.02,0.00,3.47,0.00,-3.87,-7.34,1538
Gislaved,Gislaved södra,23,3,0.01,0.00,3.14,1.10,-4.80,-6.84,2801
Gislaved,Gislaved östra,19,0,0.01,0.00,2.94,,-4.92,,2594
Gislaved,Hestra,21,2,0.02,0.00,3.04,0.69,-3.99,-6.34,1135
Gislaved,Reftele,16,1,0.01,0.00,2.77,0.00,-4.27,-7.04,1145
Gislaved,Smålandsstenar västra,45,3,0.02,0.00,3.81,1.10,-4.17,-6.88,2910
Gislaved,Smålandsstenar östra,13,1,0.01,0.00,2.56,0.00,-4.25,-6.81,909
Gislaved,Smålandsstenar-Reftele omland,27,2,0.01,0.00,3.30,0.69,-4.49,-7.09,2410
Gnesta,Gnesta norra,21,3,0.02,0.00,3.04,1.10,-4.05,-6.00,1208
Gnesta,Gnesta södra,14,0,0.01,0.00,2.64,,-5.05,,2184
Gnesta,Gnesta västra,30,4,0.02,0.00,3.40,1.39,-4.06,-6.08,1745
Gnesta,Laxne-Gåsinge-Dillnäs,8,0,0.01,0.00,2.08,,-5.10,,1311
Gnesta,Stjärnhov-Björnlunda-Hållsta,51,9,0.02,0.00,3.93,2.20,-4.00,-5.73,2783
Gnosjö,Gnosjö landsbygd,20,0,0.01,0.00,3.00,,-4.81,,2463
Gnosjö,Gnosjö tätort,61,10,0.02,0.00,4.11,2.30,-4.12,-5.92,3739
Gnosjö,Hillerstorp tätort,20,2,0.01,0.00,3.00,0.69,-4.45,-6.75,1709
Gotland,Bingeby,29,0,0.01,0.00,3.37,,-4.53,,2685
Gotland,Gotland mellersta,59,0,0.01,0.00,4.08,,-4.55,,5604
Gotland,Gotland norra,75,6,0.01,0.00,4.32,1.79,-4.36,-6.88,5860
Gotland,Gotland södra,88,2,0.01,0.00,4.48,0.69,-4.22,-8.00,5961
Gotland,Gråbo,45,2,0.01,0.00,3.81,0.69,-4.49,-7.60,4011
Gotland,Hemse,36,1,0.02,0.00,3.58,0.00,-3.76,-7.34,1544
Gotland,Innerstaden-Visby norra,113,9,0.01,0.00,4.73,2.20,-4.35,-6.88,8766
Gotland,Klintehamn,38,1,0.03,0.00,3.64,0.00,-3.58,-7.22,1370
Gotland,Roma,22,0,0.02,0.00,3.09,,-3.83,,1011
Gotland,Slite,22,4,0.02,0.00,3.09,1.39,-4.10,-5.81,1328
Gotland,Visby omland,64,3,0.01,0.00,4.16,1.10,-4.47,-7.53,5595
Gotland,Visby södra,55,2,0.01,0.00,4.01,0.69,-4.79,-8.10,6608
Grums,Borgvik-Värmskog-Skruvstad,13,2,0.01,0.00,2.56,0.69,-4.69,-6.57,1422
Grums,Gamla Slottsbron,8,0,0.01,0.00,2.08,,-5.08,,1284
Grums,Karlberg,19,0,0.02,0.00,2.94,,-3.85,,896
Grums,Orrby-Grönberg,46,2,0.02,0.00,3.83,0.69,-3.80,-6.94,2064
Grums,Segmon-Liljedal,9,0,0.01,0.00,2.20,,-4.68,,974
Grums,Slottsbron,26,1,0.03,0.00,3.26,0.00,-3.56,-6.81,911
Grästorp,Grästorps omnejd,19,0,0.01,0.00,2.94,,-4.72,,2121
Grästorp,Grästorps samhälle,52,4,0.02,0.00,3.95,1.39,-3.94,-6.50,2671
Gullspång,Gullspång norra,17,0,0.01,0.00,2.83,,-4.26,,1200
Gullspång,Gullspång södra,5,0,0.01,0.00,1.61,,-5.00,,743
Gullspång,Gullspång-Skagersvik,40,0,0.03,0.00,3.69,,-3.59,,1452
Gullspång,Hova,35,1,0.03,0.00,3.56,0.00,-3.50,-7.06,1162
Gällivare,Andra sidan,18,2,0.01,0.00,2.89,0.69,-4.28,-6.48,1298
Gällivare,Gällivare centrum,49,6,0.03,0.00,3.89,1.79,-3.59,-5.69,1772
Gällivare,Gällivare norra,12,2,0.01,0.00,2.48,0.69,-4.78,-6.57,1433
Gällivare,Gällivare södra,24,5,0.03,0.01,3.18,1.61,-3.62,-5.19,896
Gällivare,Gällivare väst,17,3,0.01,0.00,2.83,1.10,-4.24,-5.97,1178
Gällivare,Gällivare öst,21,3,0.01,0.00,3.04,1.10,-4.29,-6.24,1537
Gällivare,Gällivare östra omland,13,0,0.01,0.00,2.56,,-4.28,,938
Gällivare,Koskullskulle,10,2,0.01,0.00,2.30,0.69,-4.58,-6.19,976
Gällivare,Malmberget-Mosebacke,29,4,0.01,0.00,3.37,1.39,-4.55,-6.54,2758
Gällivare,Vassara Älv,56,3,0.03,0.00,4.03,1.10,-3.63,-6.55,2103
Gävle,Andersberg,43,6,0.01,0.00,3.76,1.79,-4.61,-6.58,4308
Gävle,Bergby-Norrsundet,52,6,0.02,0.00,3.95,1.79,-4.09,-6.25,3119
Gävle,Björke-Norrlandet,25,3,0.01,0.00,3.22,1.10,-4.78,-6.90,2981
Gävle,Forsbacka-Överhärde,22,1,0.01,0.00,3.09,0.00,-4.93,-8.02,3037
Gävle,Furuvik-Sälgsjön,10,0,0.00,0.00,2.30,,-5.46,,2355
Gävle,Gävle Strand-Näringen-Öster,21,1,0.01,0.00,3.04,0.00,-4.75,-7.80,2435
Gävle,Gävle centrum,114,12,0.01,0.00,4.74,2.48,-4.25,-6.50,7970
Gävle,Gävle söder-Sörby,95,21,0.02,0.00,4.55,3.04,-4.07,-5.58,5589
Gävle,Hagaström-Lexe,21,4,0.01,0.00,3.04,1.39,-4.81,-6.47,2579
Gävle,Hedesunda,22,2,0.01,0.00,3.09,0.69,-4.63,-7.03,2259
Gävle,Hemlingby-Hemsta-Järvsta,20,1,0.01,0.00,3.00,0.00,-4.94,-7.93,2786
Gävle,Hille-Åbyggeby,21,2,0.01,0.00,3.04,0.69,-5.06,-7.41,3310
Gävle,Holmsund-Sjöäng-Sörby Urfjäll,38,0,0.01,0.00,3.64,,-4.43,,3174
Gävle,Jonstorp-Lindbacka-Strömsbro,31,3,0.01,0.00,3.43,1.10,-4.20,-6.54,2067
Gävle,Norra Brynäs,27,3,0.01,0.00,3.30,1.10,-4.87,-7.06,3503
Gävle,Norrtull-Nynäs,32,4,0.01,0.00,3.47,1.39,-4.62,-6.70,3255
Gävle,Stigslund-Gavlehov,53,12,0.01,0.00,3.97,2.48,-4.44,-5.92,4474
Gävle,Sätra,100,15,0.01,0.00,4.61,2.71,-4.21,-6.11,6768
Gävle,Södra Bomhus,51,2,0.01,0.00,3.93,0.69,-4.75,-7.99,5920
Gävle,Södra Brynäs,48,6,0.01,0.00,3.87,1.79,-4.34,-6.42,3687
Gävle,Valbo,78,16,0.02,0.00,4.36,2.77,-4.09,-5.67,4642
Gävle,Villastaden-Fridhem,30,3,0.01,0.00,3.40,1.10,-4.97,-7.28,4334
Göteborg,Angered centrum-Agnesberg,55,7,0.01,0.00,4.01,1.95,-4.36,-6.42,4311
Göteborg,Annedal-Änggården,103,22,0.02,0.00,4.63,3.09,-3.94,-5.48,5285
Göteborg,Askim norra,35,3,0.01,0.00,3.56,1.10,-4.82,-7.28,4348
Göteborg,Askim södra,28,2,0.01,0.00,3.33,0.69,-5.06,-7.70,4427
Göteborg,Backa Röd,9,3,0.00,0.00,2.20,1.10,-5.45,-6.55,2090
Göteborg,Backa centrala,31,3,0.01,0.00,3.43,1.10,-4.55,-6.89,2937
Göteborg,Backa östra,13,2,0.01,0.00,2.56,0.69,-4.92,-6.79,1774
Göteborg,Bagaregården,55,4,0.02,0.00,4.01,1.39,-4.08,-6.70,3244
Göteborg,Bergsjön Rymdtorget,32,6,0.01,0.00,3.47,1.79,-4.67,-6.34,3408
Göteborg,Bergsjön centrala,22,3,0.01,0.00,3.09,1.10,-4.68,-6.67,2364
Göteborg,Bergsjön nordvästra,52,22,0.01,0.01,3.95,3.09,-4.34,-5.20,3988
Göteborg,Bergsjön sydöstra,27,2,0.01,0.00,3.30,0.69,-4.27,-6.87,1929
Göteborg,Bergsjön södra,14,1,0.01,0.00,2.64,0.00,-4.97,-7.60,2008
Göteborg,Bergum,28,6,0.01,0.00,3.33,1.79,-4.96,-6.50,3974
Göteborg,Billdal Brottkärr,25,3,0.01,0.00,3.22,1.10,-4.81,-6.93,3082
Göteborg,Billdal Lindås,26,2,0.01,0.00,3.26,0.69,-5.00,-7.56,3851
Göteborg,Billdal Skintebo,27,6,0.01,0.00,3.30,1.79,-4.80,-6.30,3273
Göteborg,Björkekärr Delsjön,14,2,0.01,0.00,2.64,0.69,-4.66,-6.61,1481
Göteborg,Björkekärr Rosendal,36,9,0.03,0.01,3.58,2.20,-3.63,-5.01,1355
Göteborg,Björkekärr Östra sjukhuset,40,5,0.01,0.00,3.69,1.61,-4.61,-6.69,4016
Göteborg,Björlanda,19,2,0.00,0.00,2.94,0.69,-5.81,-8.06,6355
Göteborg,Bratthammar,20,2,0.01,0.00,3.00,0.69,-4.59,-6.89,1967
Göteborg,Brunnsbo norra,22,3,0.01,0.00,3.09,1.10,-4.58,-6.58,2152
Göteborg,Brunnsbo torg,37,7,0.01,0.00,3.61,1.95,-4.69,-6.35,4019
Göteborg,Eriksberg,49,7,0.01,0.00,3.89,1.95,-5.14,-7.08,8334
Göteborg,Eriksbo,10,0,0.00,0.00,2.30,,-5.34,,2076
Göteborg,Fiskebäck Tranered,14,0,0.01,0.00,2.64,,-4.82,,1736
Göteborg,Fiskebäck södra,72,19,0.02,0.00,4.28,2.94,-4.08,-5.41,4244
Göteborg,Flatås västra,28,2,0.01,0.00,3.33,0.69,-4.30,-6.94,2063
Göteborg,Frölunda torg västra,21,1,0.01,0.00,3.04,0.00,-4.81,-7.85,2570
Göteborg,Frölunda torg östra,50,7,0.02,0.00,3.91,1.95,-4.07,-6.04,2926
Göteborg,Gamlestaden Kviberg,49,15,0.01,0.00,3.89,2.71,-4.47,-5.66,4286
Göteborg,Gamlestaden västra,39,1,0.01,0.00,3.66,0.00,-4.75,-8.41,4514
Göteborg,Grevegården,40,7,0.01,0.00,3.69,1.95,-4.45,-6.19,3423
Göteborg,Grimmered,26,2,0.01,0.00,3.26,0.69,-4.86,-7.43,3355
Göteborg,Guldheden mellersta,27,4,0.01,0.00,3.30,1.39,-4.62,-6.53,2739
Göteborg,Guldheden norra,6,0,0.00,0.00,1.79,,-5.59,,1605
Göteborg,Guldheden södra,41,2,0.01,0.00,3.71,0.69,-4.80,-7.83,5006
Göteborg,Guldringen,18,2,0.01,0.00,2.89,0.69,-4.76,-6.96,2109
Göteborg,Gårdsten nordöstra,31,5,0.01,0.00,3.43,1.61,-4.96,-6.78,4405
Göteborg,Gårdsten sydvästra,25,4,0.01,0.00,3.22,1.39,-4.76,-6.59,2925
Göteborg,Haga,20,3,0.01,0.00,3.00,1.10,-5.15,-7.04,3434
Göteborg,Hagen,44,3,0.01,0.00,3.78,1.10,-4.64,-7.33,4557
Göteborg,Hammarkullen centrala,33,8,0.01,0.00,3.50,2.08,-4.71,-6.13,3668
Göteborg,Hammarkullen yttre,14,1,0.00,0.00,2.64,0.00,-5.30,-7.94,2809
Göteborg,Heden västra,42,2,0.01,0.00,3.74,0.69,-4.61,-7.66,4232
Göteborg,Heden östra,9,1,0.01,0.00,2.20,0.00,-4.88,-7.08,1190
Göteborg,Hjuvik,31,4,0.01,0.00,3.43,1.39,-5.21,-7.26,5687
Göteborg,Hjällbo västra,27,2,0.01,0.00,3.30,0.69,-5.04,-7.64,4151
Göteborg,Hjällbo östra,9,2,0.01,0.00,2.20,0.69,-5.18,-6.69,1603
Göteborg,Hovås,39,8,0.01,0.00,3.66,2.08,-4.26,-5.84,2749
Göteborg,Högsbo-Flatås östra,13,1,0.01,0.00,2.56,0.00,-4.72,-7.28,1455
Göteborg,Högsbohöjd norra,10,1,0.01,0.00,2.30,0.00,-5.05,-7.36,1564
Göteborg,Högsbohöjd södra,36,7,0.02,0.00,3.58,1.95,-3.94,-5.58,1848
Göteborg,Högsbotorp västra,59,4,0.02,0.00,4.08,1.39,-4.02,-6.71,3291
Göteborg,Högsbotorp östra,33,1,0.01,0.00,3.50,0.00,-4.56,-8.06,3170
Göteborg,Inom Vallgraven,27,1,0.01,0.00,3.30,0.00,-4.94,-8.23,3761
Göteborg,Johanneberg Chalmers,7,1,0.00,0.00,1.95,0.00,-6.31,-8.25,3838
